row ID,loss
100001,4673.511866696681
100002,1011.1822705431194
100003,269.084285903056
100004,1585.454228786288
100005,3238.2678964867346
100006,9014.17331343707
100007,2928.0536851106867
100008,2257.589852050601
100009,-348.47540903564186
100010,2954.1475703105434
100011,2084.316442187574
100012,4539.025035507151
100013,8717.510771679246
100014,2927.5854539316397
100015,3924.055395223068
100016,-1212.911265132857
100017,2033.1766513458585
100018,1597.0929415191204
100019,1692.4064360282111
100020,1900.0094187648017
100021,1374.030519906096
100022,2989.220409472297
100023,2226.8224382470535
100024,3384.541490563321
100025,2188.2415408646966
100026,1451.649297831137
100027,2355.8232217069
100028,1853.5619149411214
100029,2027.768943335861
100030,1697.7190451507447
100031,5626.292136224131
100032,5652.706035355207
100033,2270.865703210087
100034,2195.0564353391705
100035,1933.3399982246867
100036,5235.894700240184
100037,10829.2972060727
100038,2291.6877352987226
100039,4492.80769761199
100040,1877.011185677655
100041,2942.8314453346716
100042,1639.6443851018328
100043,-1476.714321025765
100044,3579.853399617686
100045,5717.49083005323
100046,3793.7274492447027
100047,1977.3357981858148
100048,3163.4411277511963
100049,2378.079600084331
100050,5855.327206857072
100051,1862.5053841689194
100052,2369.9153912669085
100053,6200.669061918631
100054,2601.841411834627
100055,1522.3011788372357
100056,2685.639260789236
100057,1440.0783060380581
100058,1354.686891969282
100059,5946.383769940082
100060,1224.3449595306677
100061,1894.1010537364934
100062,5115.4398795345005
100063,1749.071159524459
100064,1778.3158805113694
100065,5286.29308615442
100066,5481.946126640853
100067,2147.142802751687
100068,4336.611451136096
100069,953.9563332113464
100070,2670.7805297893933
100071,7311.990814935525
100072,4914.0350758601335
100073,10257.760790339027
100074,4953.2572403568465
100075,5081.438531207765
100076,1876.8708578631727
100077,1908.9077673656234
100078,2624.2332704025707
100079,7112.720984824126
100080,3465.73888748005
100081,4307.50206827119
100082,7339.8169076209615
100083,2235.3578156194994
100084,2996.5190706035205
100085,-267.29532208782416
100086,12100.746797870104
100087,2905.5877998362494
100088,5310.357036584558
100089,4099.025686145827
100090,928.2830041540282
100091,4154.213445601735
100092,-1591.253868942116
100093,2103.2426513910677
100094,2134.639954789332
100095,1834.6708921885756
100096,3676.1758207928087
100097,2685.051737432565
100098,2868.929160026363
100099,3597.4819598864437
100100,8911.042261124012
100101,5839.939669469233
100102,2434.5874527261035
100103,2445.342950940723
100104,1391.0953607754109
100105,6426.494650625966
100106,2965.605665223192
100107,2586.307811503236
100108,3940.5593108992707
100109,4875.773908621594
100110,4869.787424694638
100111,4060.628867510643
100112,2280.020288147712
100113,4236.276027744367
100114,2937.749031083006
100115,3058.497346709894
100116,2899.3940569375577
100117,4133.423648541314
100118,5228.868448339937
100119,1946.3828088722726
100120,3906.6508294682376
100121,3651.721455029513
100122,2089.6870292906788
100123,2895.6508393430945
100124,3289.461717422835
100125,2345.341815213705
100126,1666.0655399156221
100127,2066.602650557123
100128,3522.7392786729824
100129,6960.9168329095255
100130,2244.471461241156
100131,2195.236785356177
100132,3388.3889394464363
100133,2750.268787395962
100134,5897.689546127183
100135,2271.0752304771354
100136,3275.733638871161
100137,2508.474535814791
100138,4655.880822023833
100139,2389.5026184794547
100140,1453.3944894606473
100141,4173.58637696717
100142,2836.96515556109
100143,2109.9842648216077
100144,3470.787910310156
100145,4630.764231710415
100146,1935.0521401499764
100147,3048.3602045258517
100148,2354.755130892402
100149,392.5119722866654
100150,2807.4056507245164
100151,1815.1013188398047
100152,12464.12591807854
100153,11624.530346722737
100154,3584.01943779588
100155,1960.0108960308305
100156,2592.9202212755695
100157,4390.706861047531
100158,5424.97048437319
100159,4344.1077303774
100160,2252.5291924542316
100161,6076.812528825927
100162,2899.072180557091
100163,2341.0928805849508
100164,1673.050103612334
100165,12714.683646291
100166,2328.264862278062
100167,1815.3743003992126
100168,2682.806195972302
100169,6572.488038551881
100170,7831.12960618929
100171,1959.2924131683808
100172,5034.859362008005
100173,6014.233391241392
100174,2419.405453794235
100175,2456.748833512198
100176,2367.5162369654804
100177,3419.7546061057546
100178,3090.2136253736453
100179,3080.1675942772717
100180,1680.4940180338672
100181,1922.8115232152077
100182,2315.812812525449
100183,4466.308296249871
100184,10197.213215851176
100185,1499.098607640381
100186,13430.560678820839
100187,1986.1706394175199
100188,2602.0021435833955
100189,3279.6188924657686
100190,3920.2167407778416
100191,7884.786046659302
100192,2864.0706525210967
100193,2733.133860316727
100194,1146.9694433103841
100195,2389.80679214584
100196,5919.587784269113
100197,2158.047200370792
100198,7723.7202893931135
100199,2076.699451070965
100200,6937.62500215448
100201,1948.6141725300404
100202,4665.969156317622
100203,1975.0043653656683
100204,2627.8262474308654
100205,3454.6975948202407
100206,2172.1469912240464
100207,2289.7301598698405
100208,3813.1091109787817
100209,2312.901361822539
100210,3618.394509802286
100211,3737.64327557898
100212,2538.7826376502353
100213,3170.8234715248614
100214,2255.733053574684
100215,2356.0159162865048
100216,3471.951986738712
100217,2220.2264372226095
100218,4751.4946796849945
100219,1874.313760564134
100220,2315.23139377951
100221,1759.6655638481004
100222,2575.8029154770666
100223,2554.7551374750765
100224,4214.609491960259
100225,5118.039058170067
100226,2252.1892999101533
100227,1705.1646430403498
100228,2143.72651914919
100229,6541.56360832352
100230,2275.6671975806007
100231,3212.1983722396485
100232,2377.4637650299537
100233,2539.6815819217018
100234,9467.76843588202
100235,4029.832670451573
100236,3550.3207500237986
100237,2517.5494785539445
100238,1886.4540100195518
100239,3458.3748648056667
100240,4808.142948540679
100241,-1319.769959603983
100242,7028.859286135826
100243,2176.9010434786974
100244,3899.139582838508
100245,3256.341194960467
100246,4583.583800972339
100247,1717.0917011702215
100248,2890.5256250916514
100249,2669.9362524311987
100250,4709.933431499873
100251,1981.2994500536274
100252,1751.9989955727626
100253,4474.09011604251
100254,9553.904505461433
100255,6212.482289356133
100256,2184.111239959577
100257,1114.6799915353886
100258,-97.97412718152647
100259,2321.9998548996828
100260,3576.656745554881
100261,8109.237708177856
100262,1751.3978017609295
100263,1342.405119031571
100264,2470.190502566944
100265,7767.017927492384
100266,4340.087361578416
100267,4383.914348339544
100268,3007.7690349089107
100269,1956.544518959812
100270,4329.943759642583
100271,3548.6242887570493
100272,1089.6331471707751
100273,2169.0997056771525
100274,2854.03240855099
100275,2127.0461436182077
100276,1677.7885836563983
100277,6487.114953356661
100278,2210.087553798942
100279,2540.5082280100983
100280,4366.07036550841
100281,1904.5045831285604
100282,4503.968429255638
100283,7890.171534938991
100284,2884.875524980978
100285,3084.3058218267765
100286,2693.680880685012
100287,2264.058239759344
100288,2231.6198095754994
100289,3898.493579588714
100290,1670.3690780643835
100291,6269.6894787531855
100292,2677.120049388996
100293,1939.690494098849
100294,1382.505663743097
100295,3581.8341938555345
100296,2344.80779736618
100297,1533.5716843493099
100298,4669.608610728238
100299,2909.2010800802245
100300,2508.1309503978673
100301,2835.890335867697
100302,3013.66339631607
100303,5782.032072885737
100304,2190.336213009834
100305,2739.207939588952
100306,2427.595206937929
100307,3727.247727606213
100308,2442.3658648082323
100309,2729.420548373358
100310,2046.9072434623429
100311,2613.3822135801483
100312,1925.5482471560929
100313,8443.778584085907
100314,2744.5775321477736
100315,3349.6394573016
100316,3796.7344945062323
100317,3349.4540661811425
100318,2892.414091377018
100319,4575.479911571748
100320,2259.0568735895863
100321,2191.09896701916
100322,2556.335429230729
100323,3380.561875011893
100324,2704.4735922968307
100325,3736.7230408566406
100326,3603.7515449453012
100327,1927.333011116412
100328,2920.638988825684
100329,2517.7127648172386
100330,2653.728374295573
100331,6924.524734716317
100332,15588.361668439196
100333,1715.4760532888781
100334,4355.3397427971295
100335,2179.216893915776
100336,3192.691053983197
100337,3387.102908702223
100338,2701.127708348545
100339,2409.5612388644954
100340,2136.4481275040403
100341,3045.6713837015513
100342,9939.241842059697
100343,6479.662625410677
100344,4994.830839801647
100345,9997.417694836433
100346,1267.2915312722769
100347,2397.650582364274
100348,2136.0623587972796
100349,-413.99012571850113
100350,5379.8353230372095
100351,2772.8772216353723
100352,3159.6139978855444
100353,1591.7180845936343
100354,2578.0132377286377
100355,2485.500004511372
100356,4886.409971357477
100357,4045.953601858158
100358,3312.9815018249474
100359,5286.19458825834
100360,7658.511931097432
100361,4441.129520537083
100362,10826.824396850267
100363,2742.0553426808706
100364,2926.139576454297
100365,1763.3766642786934
100366,1995.6815455335286
100367,1452.8496761979752
100368,2759.3484590755615
100369,2948.870479885519
100370,2199.262441631389
100371,2214.427925051267
100372,2516.2901039456588
100373,3560.742812793379
100374,2217.8454543239905
100375,3552.8851847995775
100376,7490.705850529159
100377,1246.0523443176455
100378,2677.389000239841
100379,3685.126561420458
100380,4868.048934217474
100381,2954.205939361885
100382,3675.407905236692
100383,4043.8756152783317
100384,15427.99268143275
100385,1821.5564590558433
100386,1639.8679792382545
100387,8057.031325406755
100388,2350.567636342981
100389,4647.591555010776
100390,3131.828815734789
100391,2285.379742579316
100392,3893.13068195326
100393,2294.7969365661183
100394,2048.338655338174
100395,1904.436914756934
100396,6778.971671269584
100397,3922.9430340365284
100398,9244.064462904913
100399,3825.5731429637167
100400,2454.481991017982
100401,4632.559178899253
100402,3279.201067325491
100403,3118.716798289967
100404,1239.4464596029318
100405,8564.257941442034
100406,1097.023391867262
100407,2575.5397182978118
100408,1863.6785729512524
100409,5940.36316546169
100410,2325.1245813703
100411,8080.89178109729
100412,959.8920285876237
100413,1747.6309270673303
100414,5603.57787439695
100415,2005.34565578749
100416,4399.316571711176
100417,3405.9942373561544
100418,2202.9564163710925
100419,2902.367496184081
100420,3272.9933512358944
100421,2012.7871002605903
100422,5383.465346762044
100423,8915.450518836125
100424,3264.0757841855816
100425,9515.030826930973
100426,3970.0484202089824
100427,2808.168936798033
100428,2390.5880163687802
100429,1801.648365116613
100430,3646.9881696939974
100431,3654.3596331802746
100432,1790.8126075098887
100433,3777.0501972657353
100434,3642.1477403114227
100435,3222.8835886651905
100436,2873.26546560636
100437,3652.0531248625107
100438,2101.5315009485944
