row ID,loss
100001,4615.237
100002,4375.46
100003,3625.4033
100004,1815.5825
100005,3621.403
100006,10657.802
100007,3620.874
100008,2698.5798
100009,2987.2295
100010,3178.62
100011,2547.7295
100012,4862.7397
100013,8115.032
100014,3190.474
100015,4342.769
100016,2221.8389
100017,3504.1528
100018,2071.2852
100019,2337.538
100020,2281.6206
100021,2051.1467
100022,3325.7327
100023,2559.4329
100024,3692.2903
100025,2424.895
100026,1853.7389
100027,2890.6514
100028,2074.7056
100029,2598.9011
100030,3158.229
100031,4725.8784
100032,6589.893
100033,3355.8247
100034,2585.8525
100035,2237.8936
100036,5638.702
100037,10297.021
100038,2780.0796
100039,4719.8584
100040,2006.9293
100041,3290.0073
100042,2194.7754
100043,1811.182
100044,3965.9207
100045,5143.248
100046,4352.4697
100047,2331.806
100048,4466.016
100049,2981.0725
100050,6699.9985
100051,1978.0739
100052,2781.4663
100053,7607.849
100054,3640.204
100055,2026.685
100056,3362.8374
100057,1926.9991
100058,1933.648
100059,5775.091
100060,1687.2145
100061,2311.8904
100062,4304.6157
100063,2255.947
100064,1869.1527
100065,5580.3047
100066,6080.8276
100067,2577.7756
100068,4641.939
100069,1777.5472
100070,3480.4138
100071,7389.7314
100072,5474.6016
100073,10519.999
100074,6168.786
100075,5547.537
100076,2080.9614
100077,2397.3533
100078,3031.3394
100079,7425.0854
100080,3977.9524
100081,5389.4126
100082,7906.9883
100083,2591.3232
100084,3614.8374
100085,2665.7048
100086,11472.626
100087,3069.2478
100088,6444.3467
100089,3925.7405
100090,1503.2772
100091,4767.7905
100092,1829.4486
100093,2625.3977
100094,2486.0232
100095,1990.7349
100096,4557.017
100097,6413.3125
100098,3257.915
100099,3343.6045
100100,8733.462
100101,5444.8853
100102,2853.5298
100103,3016.7654
100104,1485.5558
100105,6390.1914
100106,3237.9844
100107,2631.1855
100108,4299.8843
100109,4890.8315
100110,5792.8423
100111,4241.882
100112,2514.2454
100113,4394.221
100114,3369.897
100115,3533.3342
100116,2854.7944
100117,4985.589
100118,4298.708
100119,2208.59
100120,4532.288
100121,3883.0479
100122,2503.8064
100123,2929.443
100124,3718.802
100125,2358.1355
100126,2299.5767
100127,2780.1018
100128,4294.464
100129,6520.5327
100130,3336.477
100131,1776.2903
100132,3295.3416
100133,3101.977
100134,5820.202
100135,2694.4038
100136,4004.8845
100137,2833.4177
100138,5348.096
100139,2663.279
100140,2099.3354
100141,4456.173
100142,3246.7441
100143,2411.516
100144,4046.2424
100145,4442.9395
100146,2332.6418
100147,3306.8127
100148,2270.2122
100149,3957.1687
100150,3608.0127
100151,2402.2607
100152,10054.706
100153,13884.362
100154,3702.0842
100155,2510.531
100156,3267.1492
100157,5799.274
100158,5772.8105
100159,4465.619
100160,2264.6301
100161,6234.9785
100162,3010.793
100163,2679.218
100164,2127.6055
100165,13423.706
100166,2736.077
100167,1943.3083
100168,3394.2952
100169,7744.512
100170,6558.3413
100171,2158.1301
100172,5499.0923
100173,7035.917
100174,3115.8867
100175,2560.1838
100176,2714.9905
100177,3914.3042
100178,3637.3474
100179,3357.828
100180,2404.6138
100181,2371.8496
100182,2971.828
100183,4681.95
100184,10680.214
100185,2073.0
100186,16560.258
100187,2219.4417
100188,2751.1077
100189,3327.0532
100190,4172.0884
100191,7798.981
100192,3032.849
100193,2702.0232
100194,1521.5536
100195,2816.5042
100196,6034.1167
100197,2758.349
100198,6693.025
100199,2532.7795
100200,6659.576
100201,2378.1653
100202,5795.435
100203,2709.4072
100204,2908.1367
100205,4074.472
100206,2526.7234
100207,2850.2642
100208,3377.0366
100209,2597.4846
100210,3811.5066
100211,8561.726
100212,2899.6304
100213,3510.215
100214,2642.0056
100215,2724.8584
100216,3465.4194
100217,2540.7722
100218,4426.395
100219,2300.7603
100220,1989.0776
100221,2528.9329
100222,3354.1736
100223,2680.9126
100224,4334.1196
100225,4994.582
100226,2744.8467
100227,1999.515
100228,2376.4036
100229,6647.261
100230,2712.1685
100231,3326.8237
100232,2975.6404
100233,3097.9587
100234,9171.914
100235,4434.5415
100236,3934.5286
100237,3607.5225
100238,2817.9568
100239,5384.0303
100240,4773.1934
100241,2164.859
100242,8659.116
100243,2500.7336
100244,4312.2534
100245,3778.759
100246,4443.46
100247,2109.5857
100248,3233.4062
100249,3067.377
100250,5143.1235
100251,2448.546
100252,2228.8403
100253,4932.676
100254,9675.281
100255,6508.85
100256,2653.0942
100257,1585.9543
100258,3400.4314
100259,2332.9077
100260,3728.2358
100261,8652.519
100262,2089.6743
100263,1825.7236
100264,2455.49
100265,7780.1543
100266,4915.0703
100267,4985.6763
100268,3561.7969
100269,2951.763
100270,5071.934
100271,4316.4233
100272,1772.2598
100273,2416.471
100274,3577.9487
100275,2904.098
100276,2290.4204
100277,5993.93
100278,2284.763
100279,3254.0398
100280,4332.1274
100281,2186.0032
100282,3977.4377
100283,7155.807
100284,3014.1309
100285,3472.8562
100286,2787.8574
100287,2782.2283
100288,2667.86
100289,3615.2666
100290,1874.7454
100291,5514.811
100292,2628.0386
100293,2452.8022
100294,1792.7115
100295,4030.305
100296,3060.7815
100297,1877.8502
100298,5016.3896
100299,3484.8584
100300,2764.6033
100301,3104.5305
100302,3307.6426
100303,6166.927
100304,2579.0564
100305,2902.4329
100306,2962.2031
100307,4403.683
100308,3082.7932
100309,3550.6548
100310,2109.0261
100311,2282.5457
100312,1850.5989
100313,8931.428
100314,3149.2402
100315,3575.7537
100316,4608.388
100317,3852.7844
100318,2896.6243
100319,5272.3843
100320,2355.8108
100321,2603.5242
100322,2873.9792
100323,4325.0596
100324,3115.5962
100325,3927.6833
100326,3926.9126
100327,2167.882
100328,2870.9553
100329,2686.6357
100330,2899.1848
100331,6749.4277
100332,12167.947
100333,2195.1843
100334,4829.634
100335,2449.8074
100336,3618.0735
100337,3419.4802
100338,3048.1543
100339,2799.4202
100340,2303.0286
100341,3820.1067
100342,10288.519
100343,5215.1406
100344,5515.64
100345,11581.925
100346,2349.6057
100347,2542.56
100348,2573.217
100349,2704.82
100350,6058.509
100351,3903.8137
100352,3354.2556
100353,1935.4502
100354,3434.3909
100355,2768.3638
100356,5182.3496
100357,3658.1084
100358,3599.1382
100359,5477.368
100360,7849.227
100361,5778.9766
100362,9623.761
100363,3377.4973
100364,3608.7805
100365,2333.0488
100366,2548.3418
100367,2063.4697
100368,3567.5334
100369,3332.708
100370,2776.0513
100371,2484.6343
100372,3082.2935
100373,3666.7563
100374,2707.9607
100375,3790.7336
100376,7933.0513
100377,1664.7089
100378,2684.5603
100379,5304.064
100380,4648.147
100381,3126.4219
100382,4862.945
100383,4510.3115
100384,17106.807
100385,2303.445
100386,2242.324
100387,7902.4644
100388,2732.9985
100389,4531.107
100390,3528.5684
100391,2729.9106
100392,4454.695
100393,2517.8792
100394,2214.9346
100395,2191.8945
100396,7034.8755
